file,line,kind,tag,event,handler_calls,handler_ref,aria_label,control_type,disabled_expression,ga_button_id,status
"src/components/MyPageView.tsx","504","dom","button","onClick","setViewMode","","""요약 화면으로 돌아가기""","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","543","dom","textarea","onChange","setReplyDraft","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","550","dom","button","onClick","(replyDraft[q.id] ?? '').trim | setReplyingId | replyToInquiry | alert | setReplyDraft | fetchAllInquiries().then | fetchAllInquiries","","","","{!(replyDraft[q.id] ?? '').trim() || replyingId === q.id}","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","580","dom","button","onClick","setViewMode","","""요약 화면으로 돌아가기""","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","591","dom","button","onClick","setNotifyBalanceGame | saveNotify","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","603","dom","button","onClick","setNotifyVotes | saveNotify","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","615","dom","button","onClick","setNotifyComments | saveNotify","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","631","dom","button","onClick","setViewMode","","""요약 화면으로 돌아가기""","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","644","dom","button","onClick","setFaqOpen","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","663","dom","textarea","onChange","setInquiryText","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","670","dom","button","onClick","setInquirySending | supabase.auth.getUser | submitInquiry | inquiryText.trim | alert | setInquiryText | setInquiryDone | setTimeout | fetchMyInquiries().then | fetchMyInquiries","","","","{!inquiryText.trim() || inquirySending}","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","748","dom","form","onSubmit","","handleSaveNickname","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","749","dom","input","onChange","setNicknameInput","","","""text""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","756","dom","button","","","","","""submit""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","762","dom","button","onClick","","onGenerateRandomNickname","","""button""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","774","dom","button","onClick","setNicknameInput | setIsEditingNickname","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","816","dom","button","onClick","handleTabChange","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","824","dom","button","onClick","handleTabChange","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","832","dom","button","onClick","handleTabChange","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","848","dom","button","onClick","setViewMode","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","860","dom","button","onClick","setViewMode","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","864","dom","button","onClick","setViewMode","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","868","dom","button","onClick","setViewMode","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","875","dom","button","onClick","setViewMode","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","883","dom","a","","","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","920","dom","button","onClick","setConfirmWipe","","","","{wiping}","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","927","dom","button","onClick","setWiping | onDeleteAllAiChats | setConfirmWipe","","","","{wiping}","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","941","dom","button","onClick","setConfirmWipe","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/MyPageView.tsx","953","dom","button","onClick","supabase.auth.signOut","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/Navbar.tsx","15","dom","button","onClick","onTabChange","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/Navbar.tsx","27","dom","button","onClick","onTabChange","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/Navbar.tsx","39","dom","button","onClick","onTabChange","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/PremiumModal.tsx","31","dom","button","onClick","","onClose","""닫기""","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/PremiumModal.tsx","61","dom","button","onClick","","onClose","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/PremiumModal.tsx","68","dom","button","onClick","","onDemoClick","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/PremiumModal.tsx","75","dom","button","onClick","","onClose","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/ReportModal.tsx","76","dom","form","onSubmit","","handleSubmit","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/ReportModal.tsx","82","dom","button","onClick","","onClose","""닫기""","""button""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/ReportModal.tsx","108","dom","input","onChange","setReason","","","""radio""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/ReportModal.tsx","125","dom","textarea","onChange","setDetail","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/ReportModal.tsx","136","dom","button","onClick","","onClose","","""button""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/ReportModal.tsx","143","dom","button","","","","","""submit""","{!canSubmit}","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/SessionSummaryCard.tsx","32","dom","button","onClick","onPick","","","""button""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/SessionSummaryCard.tsx","104","dom","button","onClick","setCollapsed","","","""button""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/SessionSummaryCard.tsx","149","component","MoodRow","onPick","","setMoodBefore","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/SessionSummaryCard.tsx","153","component","MoodRow","onPick","","setMoodAfter","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/SessionSummaryCard.tsx","163","dom","button","onClick","setCollapsed | onJumpToMessage","","","""button""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/SessionSummaryCard.tsx","187","dom","input","onChange","setTakeaway","","","""text""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/SessionSummaryCard.tsx","209","dom","button","onClick","","onContinue","","""button""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/SessionSummaryCard.tsx","216","dom","button","onClick","","onFinish","","""button""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/ShareResultBar.tsx","62","dom","button","onClick","","onPreview","","""button""","{!onPreview}","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/ShareResultBar.tsx","73","dom","button","onClick","","handleDownload","""결과 카드 이미지 저장""","""button""","{busy}","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/ShareResultBar.tsx","83","dom","button","onClick","","handleShare","","""button""","{busy}","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","122","dom","button","onClick","e.stopPropagation | onAppeal","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","135","dom","article","onClick","onRequireAdultVerification | onSelect","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","174","dom","button","onClick","e.stopPropagation | setIsMenuOpen","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","187","dom","button","onClick","e.stopPropagation | setIsMenuOpen | onEdit","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","192","dom","button","onClick","e.stopPropagation | setIsMenuOpen | onHide","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","196","dom","button","onClick","e.stopPropagation | setIsMenuOpen | onReport","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","200","dom","button","onClick","e.stopPropagation | setIsMenuOpen | onDelete","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","220","dom","button","onClick","e.stopPropagation | setIsExpanded","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","242","dom","div","onClick","e.stopPropagation","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","253","dom","button","onClick","e.stopPropagation | onRequireAdultVerification | handleVoteClick","","","","{isBlurRequired || isMyStory || (!!votedOption && !!story.voteChanged)}","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","275","dom","button","onClick","e.stopPropagation | onRequireAdultVerification | handleVoteClick","","","","{isBlurRequired || isMyStory || (!!votedOption && !!story.voteChanged)}","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","320","dom","button","onClick","e.stopPropagation | onRequireAdultVerification | setActiveCommentTab","","","""button""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","357","dom","div","onClick","e.stopPropagation","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","360","dom","button","onClick","setActiveCommentTab","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","366","dom","button","onClick","setActiveCommentTab","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","372","dom","button","onClick","setActiveCommentTab","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryCard.tsx","379","dom","button","onClick","setActiveCommentTab","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","247","dom","div","onClick","","onClose","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","248","dom","div","onClick","e.stopPropagation","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","263","dom","button","onClick","e.stopPropagation | setIsMenuOpen","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","275","dom","button","onClick","setIsMenuOpen | onEditStory | onClose","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","280","dom","button","onClick","setIsMenuOpen | onHideStory | onClose","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","284","dom","button","onClick","setIsMenuOpen | onReportStory","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","288","dom","button","onClick","setIsMenuOpen | onDeleteStory","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","295","dom","button","onClick","","onClose","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","349","dom","button","onClick","setShowSensitiveBody","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","355","dom","a","","","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","384","dom","button","onClick","handleVote","","","","{isMyStory || (!!votedOption && !!story.voteChanged)}","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","397","dom","button","onClick","handleVote","","","","{isMyStory || (!!votedOption && !!story.voteChanged)}","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","455","dom","button","onClick","onStartAIChat","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","480","dom","select","onChange","setCommentFilter","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","485","dom","select","onChange","setCommentSort","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","515","dom","button","onClick","onLikeComment","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","521","dom","button","onClick","setCommentMenuOpenId","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","526","dom","button","onClick","setEditingCommentId | setEditingCommentText | setCommentMenuOpenId","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","527","dom","button","onClick","onDeleteComment | setCommentMenuOpenId","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","532","dom","button","onClick","onReportComment","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","540","dom","textarea","onChange","setEditingCommentText","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","547","dom","button","onClick","setEditingCommentId","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","548","dom","button","onClick","editingCommentText.trim | onEditComment | setEditingCommentId","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","577","dom","button","onClick","onRequireLogin","","","""button""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","586","dom","form","onSubmit","","handleCommentSubmit","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","587","dom","textarea","onChange","setCommentText","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","601","dom","button","","","","","""submit""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","618","component","ShareResultBar","onPreview","","handlePreview","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","628","dom","div","onClick","","closePreview","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","632","dom","div","onClick","e.stopPropagation","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/StoryDetailModal.tsx","639","dom","button","onClick","","closePreview","","""button""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WeeklyTopBanner.tsx","92","dom","div","onClick","onSelectStory","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WeeklyTopBanner.tsx","211","dom","button","onClick","","toggleBanner","""이전 배너 보기""","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WeeklyTopBanner.tsx","218","dom","button","onClick","","toggleBanner","""다음 배너 보기""","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WeeklyTopBanner.tsx","229","dom","div","onTouchStart","handleDragStart","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WeeklyTopBanner.tsx","229","dom","div","onTouchMove","handleDragMove","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WeeklyTopBanner.tsx","229","dom","div","onTouchEnd","","handleDragEnd","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WeeklyTopBanner.tsx","229","dom","div","onMouseDown","handleDragStart","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WeeklyTopBanner.tsx","229","dom","div","onMouseMove","handleDragMove","","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WeeklyTopBanner.tsx","229","dom","div","onMouseUp","","handleDragEnd","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WeeklyTopBanner.tsx","229","dom","div","onMouseLeave","","handleDragEnd","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WeeklyTopBanner.tsx","263","dom","button","onClick","setActiveIndex","","{paneLabel(pane.key)}","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WelcomeModal.tsx","100","dom","form","onSubmit","","handleSubmit","","","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WelcomeModal.tsx","104","dom","input","onChange","setEmail","","","""email""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WelcomeModal.tsx","116","dom","input","onChange","setPassword","","","""password""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WelcomeModal.tsx","129","dom","input","onChange","setNickname","","","""text""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WelcomeModal.tsx","151","dom","button","","","","","""submit""","{isLoading}","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WelcomeModal.tsx","161","dom","button","onClick","","onGuestBrowse","","""button""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
"src/components/WelcomeModal.tsx","171","dom","button","onClick","setIsLoginMode | setErrorMsg","","","""button""","","","SOURCE_ONLY_NOT_BROWSER_VERIFIED"
